Error Message
"to connect to {Addr: ""localhost:2379"", ServerName: ""localhost:2379"", }. Err: connection error: desc = ""transport: Error while dialing: dial tcp [::1]:2379: connect: connection refused"""
"to connect to {Addr: ""localhost:2379"", ServerName: ""localhost:2379"", }. Err: connection error: desc = ""transport: authentication handshake failed: context deadline exceeded"""
""
""
""
"to determine whether namespace ""openshift-service-ca"" should be enqueued: namespace ""openshift-service-ca"" not found"
"to determine whether namespace ""default"" should be enqueued: namespace ""default"" not found"
"to determine whether namespace ""kepler"" should be enqueued: namespace ""kepler"" not found"
"to determine whether namespace ""kepler"" should be enqueued: namespace ""kepler"" not found"
"to determine whether namespace ""kube-node-lease"" should be enqueued: namespace ""kube-node-lease"" not found"
"to determine whether namespace ""kube-public"" should be enqueued: namespace ""kube-public"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""kube-system"" should be enqueued: namespace ""kube-system"" not found"
"to determine whether namespace ""openshift-controller-manager"" should be enqueued: namespace ""openshift-controller-manager"" not found"
"to determine whether namespace ""openshift-controller-manager"" should be enqueued: namespace ""openshift-controller-manager"" not found"
"to determine whether namespace ""openshift-dns"" should be enqueued: namespace ""openshift-dns"" not found"
"to determine whether namespace ""openshift-dns"" should be enqueued: namespace ""openshift-dns"" not found"
"to determine whether namespace ""openshift-dns"" should be enqueued: namespace ""openshift-dns"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-infra"" should be enqueued: namespace ""openshift-infra"" not found"
"to determine whether namespace ""openshift-ingress"" should be enqueued: namespace ""openshift-ingress"" not found"
"to determine whether namespace ""openshift-ingress"" should be enqueued: namespace ""openshift-ingress"" not found"
"to determine whether namespace ""openshift-kube-controller-manager"" should be enqueued: namespace ""openshift-kube-controller-manager"" not found"
"to determine whether namespace ""openshift-ovn-kubernetes"" should be enqueued: namespace ""openshift-ovn-kubernetes"" not found"
"to determine whether namespace ""openshift-ovn-kubernetes"" should be enqueued: namespace ""openshift-ovn-kubernetes"" not found"
"to determine whether namespace ""openshift-ovn-kubernetes"" should be enqueued: namespace ""openshift-ovn-kubernetes"" not found"
"to determine whether namespace ""openshift-route-controller-manager"" should be enqueued: namespace ""openshift-route-controller-manager"" not found"
"to determine whether namespace ""openshift-route-controller-manager"" should be enqueued: namespace ""openshift-route-controller-manager"" not found"
"to determine whether namespace ""openshift-service-ca"" should be enqueued: namespace ""openshift-service-ca"" not found"
"to determine whether namespace ""openshift-service-ca"" should be enqueued: namespace ""openshift-service-ca"" not found"
"to determine whether namespace ""openshift-storage"" should be enqueued: namespace ""openshift-storage"" not found"
"to determine whether namespace ""openshift-storage"" should be enqueued: namespace ""openshift-storage"" not found"
"to determine whether namespace ""openshift-storage"" should be enqueued: namespace ""openshift-storage"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""cluster-admin"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""kepler-exporter-cr"" not found"
"to determine whether namespace ""openshift-service-ca"" should be enqueued: namespace ""openshift-service-ca"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""openshift-csi-snapshot-controller-runner"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""openshift-dns"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""openshift-ingress-router"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""openshift-ovn-kubernetes-node"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:basic-user"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:attachdetach-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:certificate-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:clusterrole-aggregation-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:cronjob-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:daemon-set-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:deployment-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:disruption-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:endpoint-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:endpointslice-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:endpointslicemirroring-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:ephemeral-volume-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:expand-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:generic-garbage-collector"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:horizontal-pod-autoscaler"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:job-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:namespace-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:node-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:persistent-volume-binder"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:pod-garbage-collector"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:pv-protection-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:pvc-protection-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:replicaset-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:replication-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:resourcequota-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:root-ca-cert-publisher"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:route-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:service-account-controller"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:service-ca-cert-publisher"" not found"
"to retrieve a role for a rolebinding ref: couldn't retrieve clusterrole from role ref: clusterrole.rbac.authorization.k8s.io ""system:controller:service-controller"" not found"
